MAXIMUM_TEMPERATURE;MINIMUM_TEMPERATURE;CALCULATED_RADIATION;RAINFALL;WINDSPEED;HUMMAX;E0;ES0;ET0
16;9.3;5022;2.7;;74.3;;;1.9
14.8;7;5614;1.5;;76;;;2.02
10.2;6;2841;0;;76;;;1.67
13;4;8360;0;;71.3;;;2.61
13;0.2;9363;0;;72.4;;;2.76
15.4;2;7970;0;;72.3;;;2.55
13.3;8;2672;0;;72.3;;;1.73
13.8;8.5;3361;3.2;;72.4;;;2.05
15.3;7.6;5274;2.8;;70.5;;;2.3
17;7.8;8361;0;;71.7;;;2.59
18;4.8;10378;0;;71.7;;;3.24
15;5;6604;0;;74;;;2.23
15;7.8;6621;0.8;;70.8;;;2.53
11.2;5;4850;0;;71.5;;;2.07
11.3;4;7814;0;;72.2;;;2.5
13.9;0.2;10943;0;;75.2;;;3.04
12.3;3;8607;0;;70.5;;;2.68
13;2.2;8878;0;;75.3;;;2.52
14;4;9088;0;;80;;;2.61
15;3.7;11357;0;;72;;;3.05
12;1.3;6811;0;;74.7;;;2.26
13;7;3542;0;;72;;;2.32
14.7;8.3;6160;12.4;;73;;;2.33
11;6;3315;3.3;;73;;;1.69
13;6;7550;0;;74.8;;;2.44
13;3.2;8349;0;;82;;;2.47
15.5;5;11995;0;;73.5;;;3.19
13.4;1.2;8415;0;;69;;;2.95
14.2;8;5967;0;;69.5;;;2.49
13.8;6.2;5415;0.6;;70;;;2.55
12;8.2;3213;0.3;;70;;;1.97
16;6.2;10924;9.8;;72;;;2.95
15;4;11734;0;;73;;;2.85
15.4;3.2;9798;0;;72;;;2.75
20;8.2;10839;0;;70.6;;;3.5
17.2;10;9131;0;;69.2;;;3.07
16.2;5.8;12148;0;;70;;;3.42
16.8;3.5;13399;0;;71.2;;;3.61
20;4.8;15225;0;;70.7;;;4
20.3;5;15117;0;;74;;;4.06
22;6;16185;0;;71.3;;;4.73
22.8;5;16894;0;;70.8;;;4.94
22;5;16709;0;;70.6;;;4.93
19.3;5;14523;0;;71.7;;;4.34
20;6.8;14161;0;;48;;;4.56
20;7.2;11475;0;;55;;;4.21
22;11.6;11039;0;;60;;;4.23
17;11.5;6280;0;;70;;;2.67
17;8.8;6730;0;;70.5;;;2.81
22.8;11;12934;0;;69;;;4.26
28;11;16703;0;;68;;;5.62
19;12.7;10551;0;;68.5;;;3.61
16;6;13392;0;;68.8;;;3.69
15.2;3.2;14506;0;;70;;;3.6
17.7;3;15426;0;;70;;;4.18
20.8;6.2;16227;0;;69.5;;;4.69
18.3;7;14112;0;;69.5;;;3.93
15;5.8;12868;6.6;;71.5;;;3.2
18;3;13914;0;;72;;;3.99
17;10;8688;56.6;;73;;;2.98
14.7;8;6815;14.8;;73.5;;;2.54
20.2;8;14343;0;;72;;;4
22;8.6;15794;0;;70;;;4.4
23.8;9;17724;0;;69.5;;;5.08
22.4;8;16574;0;;69.3;;;4.53
23.5;9.2;16671;0;;69.5;;;4.81
24;10;17397;0;;68.8;;;5.2
26;8.8;19015;0;;66;;;5.76
26;9.7;19114;0;;67;;;6.02
25;8.8;18825;0;;70.8;;;5.59
22;9;16690;0;;71.3;;;5.07
21.1;8.2;16401;0;;68;;;4.72
22.7;8;16565;0;;68;;;4.84
21;11;12971;2.3;;67.2;;;4.3
20;10.2;13127;0;;74;;;3.88
19.2;9;13969;0;;68.5;;;3.91
20;7.7;15626;0;;70;;;4.61
23;9;17390;0;;71;;;5.32
26;10.7;15313;0;;70.8;;;5.16
26.6;17.8;13835;0;;68.5;;;4.69
24.8;14;13467;0;;69;;;4.74
19;14.8;9952;0;;80;;;3.29
17.7;7;16346;0;;72.8;;;4.25
20;5;18565;0;;72.8;;;5.06
24.4;8;18035;0;;67.3;;;5.65
21.8;14;9499;0;;66.6;;;3.79
27;13.8;17142;0.8;;64.4;;;5.71
19;14.7;5636;0.8;;68;;;3.03
16.5;12;6995;0;;65.3;;;3.15
22;8.4;18674;0;;67.2;;;4.97
23;8.6;19442;0;;68.8;;;5.19
24;9;20241;0;;67.5;;;5.65
23;9;17420;0;;69;;;4.89
20;12;13772;0;;68;;;4.3
27;8;20259;0;;68.8;;;6.47
25.2;15.8;11600;0;;62.8;;;4.57
19;16.6;8485;0;;63.7;;;3.64
22;7.2;16646;0;;65.2;;;4.97
26.4;13.3;17028;0;;62.8;;;5.69
25.2;15;17624;0;;60;;;5.72
20;10.3;11867;0;;64;;;4.19
19.3;12;13546;0;;63.3;;;4.13
22;7.2;17788;0;;64.6;;;5.02
23;12;16331;1;;72;;;4.94
21.7;11;12447;0;;67;;;4.12
20;14;10311;3.8;;66.6;;;3.65
22.3;10;14972;0;;66;;;4.38
22;13.4;10926;0;;66;;;3.95
24.1;14.3;11976;1.4;;65.5;;;4.54
25.7;16.4;12589;1;;77.3;;;4.51
22.2;16.8;10269;1.2;;68.8;;;3.85
22.2;12;14047;0.8;;69.2;;;4.24
24.2;13;14824;0;;69.5;;;4.78
25;15;16944;0;;68.3;;;5.32
25.3;12.2;19266;0;;69.2;;;5.8
24.8;12.6;17952;0;;66.5;;;5.33
25.2;13;18250;0;;66.3;;;5.5
24.8;13;18455;0;;64;;;5.58
23;12;15649;0.2;;64.8;;;4.83
24;12.9;17662;0;;68.8;;;5.16
27;11.6;20669;0.4;;69.3;;;6.08
25.2;14.4;17989;0;;66.6;;;5.36
25;12;18612;0;;70;;;5.58
22.8;13.2;14854;0;;66.6;;;4.76
27.1;12.2;17787;0;;65.3;;;5.99
24;18;8312;1.2;;70.6;;;3.76
23.7;16.3;11853;0.2;;66;;;4.31
23.6;13.9;15434;0;;66.5;;;4.92
24;12.4;16373;0;;66.8;;;5.28
32;13.6;22726;0;;62.8;;;7.51
25.6;18;16489;0;;62.6;;;5.29
25;11;19095;0;;62.8;;;5.55
29;13.5;22050;0;;62.8;;;6.75
29.2;13.8;21261;0;;60.8;;;6.85
30.2;15.3;20914;0;;58.8;;;6.87
30;16.3;21231;0;;61.3;;;6.95
31.3;14.4;22441;0;;63.5;;;7.32
33.8;16.3;23881;0;;60.6;;;7.7
31.8;18;19185;0;;61.2;;;6.75
27.6;20.3;14952;0;;62.5;;;5.25
27.4;14.8;18661;0;;62.5;;;5.66
30.2;15.6;21152;0;;61.5;;;6.5
32;16.7;23384;0;;60.7;;;7.23
34.8;15;24256;0;;60.3;;;8.28
41.5;19.7;25621;0;;58;;;9.49
40.3;23.3;24846;0;;49.5;;;9.17
40;20.6;24721;0;;54;;;9.01
38.3;22.7;24732;0;;51.8;;;8.71
28;17.4;19066;0;;58.6;;;6.3
30.6;13.4;23003;0;;60;;;6.96
32;15.7;21437;0;;56;;;7.46
27.2;19;12970;0;;58;;;5.2
25;17;13651;0;;56.6;;;5.07
27.7;14;19680;0;;56.8;;;6.1
23.8;15;15189;0;;56;;;4.86
24.9;12;18996;0;;56.8;;;5.49
24;12.5;15889;0;;56;;;4.88
25;14;15223;0;;57;;;5
30.8;15.1;22044;0;;56;;;6.99
29.8;15.4;20794;0;;53.5;;;6.73
32;15.4;23358;0;;54.6;;;7.54
26.3;14;17257;0;;52;;;5.74
28;15;19985;0;;53;;;6.49
28;13.4;19227;0;;54;;;6.05
29;16;18003;0;;54.6;;;6.32
31;17;18625;0;;53.7;;;6.35
34.7;18.9;20544;0;;53.3;;;7.42
34.3;21;18787;0.4;;55.3;;;6.79
33.1;21;16216;0;;54.8;;;6.15
33.6;21.9;17680;0;;85.2;;;6.14
25;20;10029;0;;54.8;;;4.39
27;14;15669;0;;56.2;;;5.23
28;17.4;11205;0;;56;;;5.48
29.1;21;12660;0;;52;;;5.24
27.6;18;15918;0;;52.8;;;5.76
30.9;14.1;21239;0;;53.3;;;6.76
26;15;15751;0;;54;;;5.32
28;14;18190;0;;55.2;;;5.84
29.2;15.2;18597;0;;54.8;;;6.03
26;15.5;11043;0;;68;;;4.18
26.3;18.8;7495;0;;62.1;;;3.74
26.7;20;7999;10.8;;63;;;4
23.7;19;8552;0;;58.8;;;3.94
25.5;13.5;13906;0;;61.3;;;4.66
31.7;16.2;18365;0;;61;;;6.31
28;18.7;14549;0;;57.2;;;5.38
28.8;14.9;18470;0;;56.2;;;5.69
29.7;13.9;19858;0;;56;;;6.74
28.8;13.3;18539;0;;52.2;;;6.24
29;14.9;18498;0;;50.6;;;6.11
27.8;13.6;15866;0;;53.5;;;5.53
26;17;13622;0.4;;52.8;;;4.82
26.5;13.3;17044;0;;54.8;;;5.47
26;12.6;15304;0;;61.3;;;5.1
31;15;17067;0;;61.5;;;5.98
33.2;19;16170;0;;55.3;;;6.17
30.4;20.8;13396;0;;55.3;;;5.12
26;17.8;11838;1.8;;58.2;;;4.46
26;14.2;13966;0;;60.8;;;4.59
25.4;14.7;13148;0;;60.8;;;4.63
29.5;13.3;17244;0;;60;;;5.94
31.1;14.3;17906;0;;55.7;;;6.16
27.3;14;15875;0;;54.6;;;5.1
24.3;12.2;14401;0;;55.7;;;4.6
25;11;15087;0;;56.8;;;4.85
24.3;12;13261;0;;56.2;;;4.41
26.1;12.8;14181;0;;56.2;;;4.92
29;13.6;16030;0;;60;;;5.4
28.4;14;14836;0;;56;;;5.18
27.8;15;13672;0;;56;;;4.97
26.7;15;12972;0;;57.3;;;4.61
26.7;14;12277;0;;56;;;4.53
29;16;12976;0;;55.5;;;5.1
29;17;9882;0;;55;;;4.46
26;21;5219;0;;64;;;3.59
23.9;18;6517;5;;58.8;;;3.46
22;14.9;4428;11.4;;59.2;;;3.07
22.7;17.3;7758;0.4;;58.6;;;3.61
24.9;11.3;11428;0;;58.6;;;4.36
26;15.5;10843;0;;56;;;4.3
27.3;14.3;10129;0;;57.2;;;4.11
26;19;5071;0;;58.6;;;3.42
22.7;19.7;2483;0;;58.6;;;3.08
23.1;16.9;7452;0;;55.3;;;3.7
25;12.3;11977;0;;56;;;4.16
27;12.4;12802;0;;56.8;;;4.66
29.5;13.9;14357;0;;56.8;;;5.24
23.4;12;9908;0;;53.2;;;4
22.2;13.1;9276;0;;69;;;3.44
22;10.7;6113;2;;58.7;;;3.04
22.6;17.6;5815;0;;59.3;;;3.13
23;12.3;9317;0;;60;;;3.38
26.3;12;11541;0;;60;;;4.12
25;13.3;9995;0;;58;;;3.65
25.3;13;10578;0;;58.6;;;3.84
25;12.3;10480;0;;69;;;3.73
27.8;12.4;11432;0;;62.6;;;4.27
25;14.7;8866;0;;60.8;;;3.78
24.3;13.2;9786;0;;60;;;3.51
24.1;11.1;9601;0;;60.8;;;3.27
24.8;13;10078;0;;61;;;3.61
24.3;11;10703;0;;60;;;3.38
25.4;10;11476;0;;60.8;;;4
25;10;11161;0;;57.3;;;3.82
23;10;9200;0;;59;;;3.35
23.1;11.8;8221;0;;58.8;;;3.28
23;12.3;9424;0;;59.2;;;3.42
21.2;8.4;7758;0.2;;60;;;2.85
22;12.8;8143;0.2;;60;;;3.7
20.8;8.8;9239;0;;60;;;3.72
22.1;7.5;10572;0;;54;;;3.97
21.1;6.3;9862;0;;54.4;;;3.38
22;8;7224;0;;57;;;3.36
22;15;5502;2.6;;58;;;2.91
20;11.7;5981;10.2;;58.8;;;2.71
21.1;10;7595;0.2;;60;;;2.98
23;9.8;8426;0.2;;60.6;;;3.49
24;11;7522;0;;57;;;3.36
25.8;14;6853;0;;58.7;;;3.51
26.2;16;6190;0;;57.2;;;3.48
26.2;16.3;4525;0;;57.3;;;3.17
27.7;19.5;6884;10;;58;;;3.65
17.4;13;2732;12.6;;68.6;;;2.22
17.5;10;2869;3.4;;62;;;2.38
17.2;12.8;3321;0;;58;;;2.51
13.2;8.2;1992;5.6;;58.6;;;2.3
18.1;8.5;4167;0;;68.8;;;2.53
18.1;12;3001;20;;62.6;;;2.75
19.7;11.3;4090;11;;60.8;;;2.83
17.2;12.2;2082;2.8;;60;;;2.42
16.7;11.7;2881;23.8;;60.8;;;2.26
16.5;9;4146;8.6;;61;;;2.42
19;8;5759;0.2;;60;;;2.38
20;9.2;5985;0.2;;65;;;2.45
22.8;9;5590;0;;64.6;;;2.94
20;15.5;2045;2;;62.8;;;2.68
18.8;13.6;4440;4.2;;63.3;;;2.3
11;6.4;1185;12.6;;68.8;;;1.84
13;8;794;8;;64;;;1.96
15;11.7;2922;1;;65.2;;;2.08
16;5;6093;0;;70;;;2.19
17.1;4.4;6839;0;;66.8;;;2.45
16.9;4;6027;0.2;;66.7;;;2.14
16.6;7;3830;0;;66.8;;;1.87
19;10;4305;0;;68;;;1.98
18.2;10;4537;0;;68;;;2.03
18.9;7.7;5538;0.2;;67.5;;;2.29
18;8;3937;0;;67.2;;;2.26
15.8;11;1548;29;;66.6;;;1.92
14;11;1315;17.2;;66.6;;;1.84
18.1;8.3;5388;0.2;;66;;;2.3
16;6;4696;0.2;;69;;;1.76
17;6.7;5076;0;;68;;;2.1
16;6.5;3742;0.2;;66;;;2.06
15.5;9;2663;6.8;;68;;;1.81
18.2;8.7;4312;0;;68;;;2.11
17;9;3379;0;;66.2;;;2.16
17;9.3;3689;14.8;;66;;;1.96
13.6;8;1422;5;;72.8;;;1.64
14.2;10;2170;2.6;;72.6;;;1.7
13.7;6.6;2170;1;;70.5;;;1.73
11.2;9.1;1313;0.8;;69.3;;;1.62
10;4.6;2333;9.6;;70;;;1.5
9;3.6;570;20.8;;70;;;1.44
13;9;1908;6.6;;70;;;1.8
15.7;6.1;1980;18.6;;71;;;1.64
16;14;187;5.8;;71;;;1.74
16.1;14.7;1423;36.2;;70.8;;;1.76
11.8;8;1037;15;;70.6;;;1.83
16.5;7.9;3207;5.4;;69.3;;;1.75
16.2;9.8;2254;0;;70.8;;;1.69
14.8;10.3;1402;0;;69.2;;;1.81
16.6;10;1140;0;;73.5;;;1.69
15.6;14.8;156;0;;70.8;;;1.75
15.2;13.4;147;0;;70;;;1.9
15.5;14.1;2060;0;;68.3;;;2.14
12;5.3;3246;0;;66;;;1.97
7.3;4;1607;6;;68;;;1.7
8;1.4;2500;0;;67;;;1.71
10.6;2.8;4543;0;;69;;;1.83
7;0.3;2398;4.6;;69.2;;;1.44
9;2.4;1805;0;;68;;;1.97
11;-0.7;3326;0;;60.6;;;1.93
12.1;1.8;2178;0;;67;;;1.94
10;2;370;0;;65.2;;;1.92
7.7;1;1168;0;;67;;;1.42
13.6;1.7;2981;0;;73;;;1.89
13.2;5.2;3753;1.8;;68;;;1.68
14.8;10;1443;14.8;;68.8;;;1.78
14.3;4;2994;0;;70.7;;;1.89
16;5;3011;0;;68.3;;;2.1
16.3;6;2363;0;;68.6;;;2
15;9.6;2062;0.4;;68.8;;;1.76
15;10.5;2965;1;;70;;;1.76
13.2;8.2;2226;19.6;;70;;;1.7
12.5;8.4;3290;3.2;;69.2;;;1.83
12;8.6;6146;10;;67;;;1.86
11.8;8.7;6420;0;;63.5;;;2.16
14.3;3.3;4574;0.2;;66;;;1.82
13;10;6764;0;;66;;;2.12
15;2.3;2264;0;;71.3;;;1.8
16;5.7;4943;0;;63.8;;;2.55
15.5;6.1;7387;0;;68;;;2.49
14.7;5.2;7105;0;;66;;;1.97
13.8;4.6;6258;0;;68.8;;;2.02
12;3;2482;0.4;;96;;;1.32
16.7;7;1234;0;;96;;;1.35
15.8;6.3;779;0.2;;96;;;1.28
16;4.2;2543;0;;96;;;1.49
14.5;7;3177;0.2;;94;;;1.15
15;6.8;5875;0;;94;;;1.5
16;7;5955;0.2;;92.8;;;1.57
15.7;9.5;6930;0;;91.5;;;1.73
15;6;5980;0.2;;90.8;;;1.68
14.7;6;6057;0.2;;96;;;1.19
11;5;1152;16;;84;;;1.33
7.2;3.3;3047;27;;71.5;;;1.42
7.7;0.6;3530;16.4;;71.5;;;1.4
10;0.8;5613;0.2;;71.5;;;1.62
12;2;5425;0;;70;;;1.74
9.3;5.2;8804;0;;70;;;1.82
14.8;2.7;6904;0;;72;;;1.88
6;0;4910;5.6;;70;;;1.5
12.5;5.3;5046;3.8;;68;;;1.87
14;10;5621;1.6;;70;;;2.01
14.1;7.6;7969;6.2;;68;;;2.14
9;4.4;5022;20.4;;69;;;1.73
8.1;3;5614;3;;66;;;1.82
10.3;4.1;2841;0;;80;;;1.66
16;1.3;8360;0.2;;75;;;2.09
19.8;10;9363;0;;68.8;;;2.89
15.4;9.2;7970;0.2;;58;;;2.68
15;5.5;2672;0.2;;58.8;;;2.22
15;6;3361;6;;60;;;2.25
13.2;8.2;5274;12;;64;;;2.31
14.8;6.8;8361;0.2;;73.2;;;2.36
12.8;6;10378;7.6;;72.6;;;2.21
13;5;6604;2;;70;;;2.21
15;2.4;6621;0;;70;;;2.39
11;6.4;4850;16;;84;;;1.89
15;9;7939;0.2;;84;;;2.14
16.3;8;10943;0;;82;;;2.23
16;9.4;8607;7.2;;92;;;1.81
16.4;10.7;8878;16.2;;92;;;1.96
14;8.8;9088;1;;90.8;;;2.03
13;5.7;11357;1.6;;82.2;;;2.19
15;4.1;6811;0;;96;;;1.92
17.2;7.3;3542;0;;88;;;1.99
15;7;6160;0;;90.7;;;2.21
15.7;6;3315;0;;94;;;1.82
15;5.4;7550;0.2;;90;;;2.11
16;6.8;8349;0;;90;;;2.4
15;8;11995;21;;90;;;2.57
16;11.7;8415;9.2;;88.6;;;1.85
15;8;5967;5;;89;;;1.5
14.4;11.3;5415;0.2;;88.8;;;1.61
14;9.3;3213;8.2;;96;;;1.11
17;11.7;10924;0;;96;;;2.51
16.8;10;11734;3;;90.7;;;2.3
15;11;9798;2.2;;90.7;;;2
16.2;6.7;10839;0;;91.2;;;2.45
16.3;8;9131;0;;90;;;2.64
15.6;9.5;12148;1.4;;86;;;2.49
15.2;6;13399;0;;87.7;;;2.56
12.7;8.7;15225;0.2;;88;;;3.05
13;2.8;15117;0;;87;;;2.81
13;7;16185;0;;85.5;;;3.24
11.9;6.7;16894;8.2;;86;;;3.04
12;6;16709;0;;84;;;3.03
12.3;3.3;14523;0;;86;;;2.96
13.8;1.5;14161;5.2;;87.7;;;2.69
15;6;11340;0.2;;89;;;2.64
16.3;2.2;11039;0;;88;;;2.72
19.5;6.2;6280;0.2;;86;;;2.99
16;10.7;6730;17.6;;82;;;2.15
16;10.6;12934;14.6;;82;;;3.16
19.6;6;16703;0.2;;82;;;4.07
18;8.8;10551;0.2;;84.6;;;2.99
18;10.3;13392;0;;84.6;;;3.35
17.2;7.3;14506;0;;84;;;3.56
19.3;5.6;15426;0.6;;82;;;4.05
18;5;16227;0.2;;80.7;;;3.62
18;5.6;14112;0;;82;;;2.85
16.3;9;12868;7.2;;82;;;2.91
14.3;10;13914;0.8;;86;;;3.29
15;5.8;8688;2;;79.2;;;2.97
15.3;12;6815;0;;78.8;;;2.23
15;10;14343;0;;78.8;;;3.31
16;6.4;15794;0;;78.8;;;3.57
15.7;10;17724;0;;82;;;3.52
20.4;7;16574;0.2;;82;;;4.06
19;9.5;16671;0;;87;;;4.15
18;13.2;17397;0;;80;;;3.64
18;12.5;19015;0;;79.5;;;4.28
19;7.5;19114;0;;80;;;4.14
26;7.8;18825;0.2;;80;;;5.34
26;13;16690;0;;79.2;;;5.11
26;15.3;16401;0;;74.4;;;5.39
24;18.2;16565;0;;57.3;;;5.21
21.3;18.6;12971;0.8;;60.5;;;4.67
19;14.3;13127;6.4;;62;;;3.92
18;14;14426;1.8;;64;;;3.99
28.7;9;15626;0.2;;62;;;5.58
27.3;13.8;17390;0;;62;;;5.52
23.3;15.3;15313;0;;62;;;4.52
19;13.8;13835;27.8;;79.3;;;3.69
17.8;13.6;13467;4.4;;79.3;;;3.49
19.6;10.4;9952;0;;79.3;;;2.99
20;14;16346;0.4;;79.5;;;4.01
21.9;14.8;18565;0;;78.8;;;4.26
21.8;15.3;18035;0;;84;;;4.3
25;11.8;9499;0;;82;;;3.13
27;13;17142;0;;90;;;4.78
28.6;14;5636;0;;63;;;3.7
32.8;14.8;6995;0;;60;;;4.88
32;15.3;18674;0;;49.5;;;6.77
33;14;19442;0;;46.8;;;7.11
28.2;13.7;20241;0;;48;;;6.41
28.2;13.6;17420;0;;52;;;5.69
30.8;18.8;13772;0;;56;;;5.42
22;15;20259;0.2;;56;;;5.59
21.3;14.8;11600;1.2;;80;;;3.89
24.1;9.3;8485;0;;77.2;;;3.38
26.8;12.2;16646;0;;78;;;5.66
28;14;17028;0;;73.2;;;5.53
24.9;14.7;17624;0.4;;76;;;4.55
24;14.6;11867;0;;84.2;;;3.65
30;15.2;13546;0;;84.8;;;4.89
31;16;17788;0;;80;;;5.6
26;18.2;16331;0;;80;;;4.82
25;14;12447;0.2;;79.2;;;3.92
24.6;11.7;10311;0;;79.7;;;4.03
21;16.7;15632;0.2;;76;;;4.46
22;15.8;10926;0;;86;;;3.24
23.5;13.8;11976;0;;86;;;3.79
22.4;14;12589;0;;85;;;3.54
19.4;16;10269;0.4;;84.8;;;3.33
19;11;14047;2.6;;85;;;3.73
20;15;14824;0;;85.2;;;3.83
24;9;16944;0;;85.2;;;4.71
31;13.4;19266;0;;80.5;;;6.75
31;19;17952;0;;56;;;6.42
25.2;18.2;18250;4.4;;64.8;;;5.6
26.2;15.6;18455;0.6;;65;;;5.7
29;14;15649;0.2;;66;;;5.62
30.3;17;17662;0;;66;;;6.49
26;16;20669;0;;67;;;5.5
29.4;18;17989;0;;77;;;5.64
32;15.6;18612;0;;78;;;6.77
34.5;15.7;14854;0;;70.5;;;6.55
25.2;20.2;17787;0;;68.8;;;5.39
25;16;8312;0;;67.3;;;4.04
28;17;11853;0;;70;;;4.32
34.5;17;15434;0;;58.8;;;6.7
34;20.8;16373;0;;62;;;6.48
26;21.2;22726;0;;64;;;6.18
25;14;16489;0;;65.5;;;5.1
25;20;19095;0;;66;;;5.39
30.2;14.8;22050;0;;66;;;6.91
29;17;21261;0;;71.5;;;6.54
27.7;19.3;20914;0;;66.6;;;5.81
31.6;18;21231;0;;68;;;6.67
30;17.3;23347;0;;66;;;7.15
30;17;23881;0;;64;;;7.36
30;18;19185;0;;62.6;;;6.4
27.7;18;14952;0;;63;;;4.9
27.8;16;18661;0;;62.6;;;5.8
28.2;17;21152;0;;65;;;5.98
30;15.7;23384;0;;64;;;6.89
26;19.3;24256;0.6;;63.3;;;6.77
24;11;25621;0;;63.3;;;6.26
21.7;13.8;24846;0;;62.8;;;5.93
24.4;15;24721;0;;63;;;6.03
24.7;11;24732;0;;65;;;5.8
30;15;19066;0;;64;;;6.72
29.5;15;23003;0;;60;;;6.86
32;15.4;21437;0;;56.8;;;7.28
31.2;16.2;12970;0;;58;;;5.83
31.3;16;13651;0;;55;;;5.98
31;15.8;19680;0;;56;;;6.89
29.6;15;15189;0;;66.8;;;5.14
32;17;18996;0;;64.2;;;6.36
30;18;15889;0;;86.4;;;4.79
31;19;15223;0;;84;;;4.87
31.8;19.3;22044;0;;84;;;6.2
31;20.6;20794;0;;82.8;;;5.75
32;20;23358;0;;82.8;;;6.76
32;20.4;17257;0;;81.2;;;5.7
33.7;22;19985;0;;78;;;6.58
37;20;19227;0;;78;;;6.75
34;20.2;18003;0;;75.2;;;6.33
27.6;19;18625;0;;74.5;;;5.6
27;16.7;20544;0;;74.8;;;5.31
29.8;16;18643;0;;77.2;;;5.7
35;19;16216;0;;75.3;;;6.25
31.2;22.8;17680;0.6;;71;;;5.78
33;20;10029;0;;78;;;4.32
32.6;20.8;15669;0;;79.7;;;5.47
34.7;19.8;11205;0;;80;;;5.26
34;21;12660;7;;74;;;5.31
32;21;15918;0.2;;74;;;5.43
33;19.6;21239;0;;80;;;6.64
34;20.2;15751;0;;76;;;5.98
32.2;20;18190;0;;84;;;5.6
35.7;21.2;18597;0;;82.6;;;6.48
39;23;11043;0;;74.2;;;5.96
41;25;7495;0;;64;;;5.74
39.5;25.6;7999;0;;66;;;5.52
30.7;24.8;8552;0;;64;;;4.38
27;23;13906;0;;66;;;4.58
30;17;18365;0;;80;;;5.23
31;19;14549;0;;76;;;4.93
34.6;18;18470;0;;76;;;6.56
36;18.3;19858;0;;68.2;;;7.09
31.7;20;18539;0;;67.2;;;6.01
29.8;19;18498;0;;68;;;5.7
28.3;17.4;15866;0;;68.2;;;5.15
25.7;17.2;13622;3.8;;79;;;4.09
26;19;17044;0;;78;;;4.45
25;19.8;15304;0;;76;;;4.17
25.5;18;17067;0;;78;;;4.61
25.2;16;16170;0;;74;;;4.65
30.7;15;13396;0;;74;;;5.15
33.2;21.2;11838;0;;71.3;;;4.68
37;23;13389;0;;89;;;5.42
36.8;25.8;13148;0;;76;;;5.35
32.7;23.6;17244;2.4;;76;;;5.6
32;20;17906;0;;78;;;5.25
29;21.3;15875;6;;78.6;;;4.31
29.2;20;14401;0;;78.6;;;4.06
28;18;15087;0.2;;80.3;;;3.99
28.6;17;13261;0;;80;;;3.93
30.7;18;14181;0;;80;;;4.6
21.6;19;16030;31.6;;79;;;3.9
26.3;16.4;14836;0;;79.4;;;3.79
31.4;17;13672;0.2;;78.8;;;4.76
31;21.6;12972;0.6;;79;;;4.13
30.3;16;12277;46;;78.8;;;4.03
26.2;18;12976;0;;88.8;;;3.49
28;19.3;9882;3.4;;85.3;;;3.09
27;17.8;5219;0;;84.6;;;2.52
24.8;17;6517;0;;83;;;2.38
25.2;16.8;4428;0;;84;;;2.51
25;16.4;7758;0;;84;;;3.18
24;11;11428;0;;86;;;3.41
26;13.7;10843;0;;90;;;3.76
30.2;12.4;10129;0;;76.6;;;5.01
30;17.3;5071;0;;54.8;;;4.55
27.3;17.7;2483;0;;56;;;3.2
30.3;18.3;7452;0;;56.8;;;4.53
29.2;17.4;11977;0;;59.6;;;4.71
28;17;12802;0;;60;;;4.64
30;16.7;14357;0;;82;;;4.77
28;15.4;9908;0.6;;68;;;3.9
24.4;18.3;9050;8;;72;;;3.07
25;15;6113;0.2;;73;;;2.73
28;16;5815;0;;72.6;;;3.51
29.2;18;9317;0;;70.4;;;4.3
28.7;15.7;11541;0;;68;;;4.61
28.3;16;9995;0;;68;;;4.54
27;14.7;10578;0;;59.5;;;4.32
26;14;10480;0;;65.7;;;3.78
26;15;11432;0.4;;65.3;;;4.21
27.8;16;8866;0;;64;;;4.24
24.7;15.8;9786;0;;66;;;3.66
26;15;9601;0;;66;;;4.1
25;13;10078;0;;66;;;4
25;12.4;10703;0;;62.8;;;4
26.8;16;11476;0;;62.6;;;4.12
25;14.8;11161;0;;65;;;3.64
25.7;16;9200;0;;65.3;;;3.54
27.8;17.2;8221;0;;65;;;3.82
26.4;18.2;9424;0;;64;;;3.45
28;19;7758;0;;80;;;3.01
28;20;8143;0.6;;72;;;3.33
26;18.6;9239;0;;73.5;;;3.58
25;13.5;10572;0;;70.6;;;3.65
25;16.8;9862;0;;69.3;;;3.02
22.4;16;7224;2;;72.8;;;2.47
24;17.8;5502;0.2;;72.8;;;2.55
26;16;5981;0;;70;;;3.42
25;12.2;7595;0;;68;;;3.25
20;12;8426;0;;80;;;2.61
21.7;8;7522;0;;84;;;2.69
21.7;8;6853;0;;79.3;;;2.69
22;9.8;5994;0;;78;;;3.33
20.3;7.3;4525;0;;78;;;2.49
21.4;9;6884;0.2;;82;;;2.75
22;9.5;2732;0;;79.5;;;1.79
17.8;7;2869;0;;78.7;;;1.81
19;10;3321;7;;80.5;;;2.74
18;9;1992;1.8;;78.6;;;1.5
19;11.4;4167;11.2;;79.2;;;1.94
20;10;3001;0.2;;78.8;;;1.67
21.1;11.2;4090;0;;82;;;1.89
23.4;10.7;2082;0;;80.5;;;2.41
25;11;2881;0.2;;78;;;3.02
24;13;4146;0;;90;;;2.8
16.3;12.7;5759;7.2;;84;;;1.49
18;10;5985;1.2;;86.8;;;2.15
16.9;8.5;5590;0;;84;;;1.69
16;12;2045;44.2;;92.8;;;1.09
15;6.6;4440;7;;91;;;1.69
18.2;8;1185;0;;88;;;1.84
